Category,Description,Carbohydrate,Cholesterol,Fiber,Kilocalories,Protein,RefusePercentage,SugarTotal,HouseholdWeights.1stHouseholdWeight,HouseholdWeights.2ndHouseholdWeight,fat
McDONALD'S,"McDONALD'S,  Hamburger",30.69,27.0,1.299999952,252.0,12.36,0.0,6.579999924,105.0,0.0,6.331
FAST FOODS,"FAST FOODS,CHICK,BREADED & FRIED,BNLESS PIECES,PLN",16.32,55.0,0.8999999759999999,297.0,15.59,0.0,0.879999995,96.0,64.0,17.319000000000006
FAST FOODS,"FAST FOODS,CRISPY CHICK FILET SNDWCH,W/ LETUCE,TOMATO & MAYO",22.46,29.0,1.399999976,245.0,12.42,0.0,0.0,219.0,0.0,11.329
MCDONALD'S,"MCDONALD'S, FLT-O-FSH",27.45,28.0,1.0,275.0,10.99,0.0,2.650000095,142.0,0.0,12.079999999999998
MCDONALD'S,"MCDONALD'S, CHEESEBURGER",27.81,35.0,1.100000024,263.0,12.97,0.0,6.21999979,119.0,0.0,8.421
MCDONALD'S,"MCDONALD'S,QUARTER POUNDER",22.17,39.0,1.600000024,244.0,14.1,0.0,5.130000114,171.0,0.0,8.493
MCDONALD'S,"MCDONALD'S,QUARTER POUNDER W/ CHS",19.95,47.0,1.399999976,258.0,14.59,0.0,4.909999847,199.0,0.0,10.684
MCDONALD'S,"MCDONALD'S,BIG MAC",20.08,36.0,1.600000024,257.0,11.82,0.0,3.970000029,219.4,0.0,7.5829999999999975
MCDONALD'S,"MCDONALD'S,FRENCH FR",39.02,0.0,4.199999809,316.0,3.81,0.0,0.200000003,71.0,117.0,14.553
WENDY'S,"WENDY'S,CLASSIC SINGLE HAMBURGER,NO CHS",16.82,35.0,1.299999952,213.0,12.63,0.0,0.0,218.0,0.0,9.316
WENDY'S,"WENDY'S,CLASSIC SINGLE HAMBURGER,W/ CHS",14.2,38.0,1.399999976,221.0,14.87,0.0,0.0,236.0,0.0,11.003
WENDY'S,"WENDY'S,JR. HAMBURGER,WO/ CHS",28.45,27.0,1.7000000480000002,243.0,12.62,0.0,0.0,117.0,0.0,8.113
WENDY'S,"WENDY'S,JR. HAMBURGER,W/ CHS",24.97,36.0,1.399999976,256.0,13.06,0.0,0.0,129.0,0.0,10.76
WENDY'S,"WENDY'S,CLASSIC DOUBLE,W/ CHS",11.71,51.0,1.100000024,241.0,16.52,0.0,0.0,310.0,0.0,12.93
WENDY'S,"WENDY'S,HOMESTYLE CHICK FILLET SNDWCH",21.55,31.0,1.299999952,214.0,13.78,0.0,0.0,230.0,0.0,7.625000000000001
WENDY'S,"WENDY'S,ULTIMATE CHICK GRILL SNDWCH",18.88,40.0,1.100000024,179.0,14.73,0.0,0.0,225.0,0.0,4.3
WENDY'S,"WENDY'S,CHICK NUGGETS",15.35,50.0,1.0,334.0,15.93,0.0,0.0,75.0,60.0,22.068
WENDY'S,"WENDY'S,FRENCH FR",39.44,0.0,3.700000048,319.0,3.89,0.0,0.0,71.0,113.0,15.447000000000001
WENDY'S,"WENDY'S,FROSTY DAIRY DSSRT",23.62,16.0,3.299999952,132.0,3.49,0.0,0.0,113.0,227.0,2.444
BURGER KING,"BURGER KING, French Fries",40.08,0.0,2.900000095,331.0,3.5,0.0,0.689999998,117.0,160.0,16.575
BURGER KING,"BURGER KING, Hamburger",27.11,35.0,2.0,275.0,14.18,0.0,4.849999905,121.0,0.0,11.630999999999998
BURGER KING,"BURGER KING, CHSBRGR",23.71,45.0,2.799999952,286.0,14.57,0.0,4.489999771,133.0,0.0,14.067
BURGER KING,"BURGER KING, WHOPPER, no cheese",18.55,30.0,1.7999999519999998,233.0,10.74,0.0,4.21999979,291.0,0.0,12.324000000000002
BURGER KING,"BURGER KING, WHOPPER, with cheese",16.7,36.0,1.0,250.0,11.19,0.0,4.110000134,316.0,0.0,14.624
Burger king,"Burger king, double whopper no cheese",13.74,46.0,1.399999976,252.0,13.94,0.0,3.519999981,374.0,0.0,14.905999999999999
BURGER KING,"BURGER KING, DOUBLE WHOPPPER, with cheese",13.52,47.0,1.600000024,266.0,14.47,0.0,3.609999895,399.0,0.0,16.283
BURGER KING,"BURGER KING, Chicken Tenders",17.41,52.0,2.299999952,289.0,17.25,0.0,0.119999997,62.0,77.0,15.872
BURGER KING,"BURGER KING,CHICK WHOPPER SNDWCH",18.67,31.0,1.5,216.0,11.77,0.0,3.390000105,272.0,0.0,10.058
BURGER KING,"BURGER KING,ORIGINAL CHICK SNDWCH",24.35,31.0,2.400000095,286.0,12.57,0.0,2.710000038,204.0,0.0,14.425
TACO BELL,"TACO BELL,ORIGINAL TACO W/ BF",17.95,31.0,3.599999905,236.0,10.79,0.0,0.0,78.0,0.0,12.200999999999999
TACO BELL,"TACO BELL,SOFT TACO W/ BF",19.74,28.0,2.599999905,219.0,11.8,0.0,0.0,99.0,0.0,9.571
TACO BELL,"TACO BELL,SOFT TACO W/ CHICK",19.58,37.0,1.7999999519999998,202.0,14.33,0.0,0.0,99.0,0.0,6.501
TACO BELL,"TACO BELL,SOFT TACO W/ STEAK",17.22,31.0,1.600000024,225.0,11.81,0.0,0.0,127.0,0.0,10.790999999999999
TACO BELL,"TACO BELL,BEAN BURRITO",27.77,9.0,3.900000095,204.0,7.9,0.0,0.0,198.0,0.0,6.318
TACO BELL,"TACO BELL,BURRITO SUPREME W/ BF",21.07,16.0,3.200000048,189.0,8.05,0.0,0.0,248.0,0.0,7.140999999999999
TACO BELL,"TACO BELL,BURRITO SUPREME W/ CHICK",20.51,21.0,2.400000095,179.0,9.84,0.0,0.0,248.0,0.0,5.7070000000000025
TACO BELL,"TACO BELL,BURRITO SUPREME W/ STEAK",20.32,21.0,2.400000095,183.0,9.13,0.0,0.0,248.0,0.0,6.266
TACO BELL,"TACO BELL,NACHOS",36.38,4.0,3.799999952,366.0,5.15,0.0,0.0,99.0,0.0,19.994
TACO BELL,"TACO BELL,NACHOS SUPREME",23.09,19.0,4.099999905,246.0,7.59,0.0,0.0,195.0,0.0,12.437999999999999
TACO BELL,"TACO BELL,TACO SALAD",15.1,19.0,3.0,170.0,6.69,0.0,0.0,533.0,0.0,7.7029999999999985
"PIZZA HUT 12"" CHS PIZZA","PIZZA HUT 12"" CHS PIZZA,REG CRUST",31.22,24.0,1.7999999519999998,271.0,11.93,0.0,3.3699998860000004,96.47,738.0,9.797999999999998
"PIZZA HUT 12"" CHS PIZZA","PIZZA HUT 12"" CHS PIZZA,THICK CRUST",29.93,21.0,1.7000000480000002,280.0,11.73,0.0,3.210000038,100.08,728.0,11.149
"PIZZA HUT 12"" CHS PIZZA","PIZZA HUT 12"" CHS PIZZA,THIN 'N CRISPY CRUST",28.64,34.0,1.600000024,303.0,15.29,0.0,2.670000076,69.34,573.0,12.401
"PIZZA HUT 12"" SUPER SUPREME PIZZA","PIZZA HUT 12"" SUPER SUPREME PIZZA,REG CRUST",25.62,20.0,2.0,243.0,10.9,0.0,3.710000038,127.06,1107.0,10.236
"DOMINO'S 14"" Cheese Pizza","DOMINO'S 14"" Cheese Pizza, Classic Hand-Tossed Crust",34.45,13.0,1.399999976,257.0,10.98,0.0,3.569999933,106.46,891.0,7.106
"DOMINO'S 14"" Cheese Pizza","DOMINO'S 14"" Cheese Pizza, Ultimate Deep Dish Crust",33.93,14.0,2.299999952,274.0,11.36,0.0,3.279999971,120.88,958.0,8.883
"DOMINO'S 14"" Cheese Pizza","DOMINO'S 14"" Cheese Pizza, Crunchy Thin Crust",28.01,21.0,2.099999905,315.0,12.96,0.0,3.1700000760000004,39.03,518.0,14.619000000000002
"DOMINO'S 14"" Pepperoni Pizza","DOMINO'S 14"" Pepperoni Pizza, Classic Hand-Tossed Crust",32.29,22.0,1.5,270.0,11.6,0.0,3.450000048,119.66,957.0,9.142000000000001
"DOMINO'S 14"" Pepperoni Pizza","DOMINO'S 14"" Pepperoni Pizza, Ultimate Deep Dish Crust",32.3,17.0,2.099999905,288.0,12.11,0.0,3.25999999,127.02,1004.0,10.962
"PAPA JOHN'S 14"" CHS PIZZA","PAPA JOHN'S 14"" CHS PIZZA,ORIGINAL CRUST",32.74,19.0,1.899999976,260.0,11.53,0.0,5.320000172,117.27,938.0,8.317
"PAPA JOHN'S 14"" THE WORKS PIZZA","PAPA JOHN'S 14"" THE WORKS PIZZA,ORIGINAL CRUST",26.69,21.0,2.5,240.0,10.27,0.0,4.840000153,153.49,1093.0,9.294
"PAPA JOHN'S 14"" CHS PIZZA","PAPA JOHN'S 14"" CHS PIZZA,THIN CRUST",26.26,28.0,2.299999952,295.0,12.29,0.0,3.849999905,87.4,678.0,13.867
"LITTLE CAESARS 14"" ORIGINAL RND CHS PIZZA","LITTLE CAESARS 14"" ORIGINAL RND CHS PIZZA,REG CRUST",31.5,24.0,1.7000000480000002,265.0,13.39,0.0,4.0199999810000016,89.07,758.0,8.047
"LITTLE CAESARS 14"" ORIGINAL RND MEAT & VEG PIZZA","LITTLE CAESARS 14"" ORIGINAL RND MEAT & VEG PIZZA,REG CRUST",23.1,31.0,2.099999905,243.0,12.12,0.0,3.74000001,115.23,1043.0,10.344000000000001
"LITTLE CAESARS 14"" CHS PIZZA","LITTLE CAESARS 14"" CHS PIZZA,LRG DEEP DISH CRUST",30.1,23.0,1.299999952,263.0,12.63,0.0,3.660000086,102.42,919.0,8.722000000000001
"LITTLE CAESARS 14"" CHS PIZZA","LITTLE CAESARS 14"" CHS PIZZA,THIN CRUST",22.85,39.0,1.600000024,309.0,16.23,0.0,2.75999999,47.81,562.0,14.908
"PIZZA HUT 14"" CHS PIZZA","PIZZA HUT 14"" CHS PIZZA,REG CRUST",31.63,26.0,1.100000024,271.0,11.75,0.0,3.160000086,99.78,1034.0,8.793
"PIZZA HUT 14"" CHS PIZZA","PIZZA HUT 14"" CHS PIZZA,THICK CRUST",29.96,29.0,0.8999999759999999,280.0,12.0,0.0,2.599999905,94.69,1051.0,10.917
"PIZZA HUT 14"" CHS PIZZA","PIZZA HUT 14"" CHS PIZZA,THIN 'N CRISPY CRUST",29.03,41.0,1.100000024,296.0,15.22,0.0,2.519999981,75.83,749.0,11.709000000000001
"PIZZA HUT 14"" SUPER SUPREME PIZZA","PIZZA HUT 14"" SUPER SUPREME PIZZA,REG CRUST",26.01,28.0,2.299999952,248.0,11.34,0.0,3.039999962,122.77,1313.0,9.896999999999998
FST FD,"FST FD, PZZA CHN, 14"" PZZA, CHS TPPING, REG CRUST",32.58,21.0,1.7000000480000002,264.0,11.91,0.0,4.0199999810000016,103.15,905.0,8.361
FAST FD,"FAST FD,PIZZA CHAIN,14"" PIZZA,CHS TOPPING,THICK CRUST",31.33,24.0,1.5,272.0,12.0,0.0,3.180000067,106.0,976.0,10.002
FAST FD,"FAST FD,PIZZA CHAIN,14"" PIZZA,CHS TOPPING,THIN CRUST",26.54,35.0,2.0,304.0,14.17,0.0,3.079999924,62.52,627.0,14.425
FAST FD,"FAST FD,PIZZA CHAIN,14"" PIZZA,PEPPERONI TOPPING,REG CRUST",31.46,27.0,1.5,276.0,12.33,0.0,3.809999943,108.49,959.0,10.334000000000001
FAST FD,"FAST FD,PIZZA CHAIN,14"" PIZZA,PEPPERONI TOPPING,THICK CRUST",30.4,28.0,1.7999999519999998,284.0,12.43,0.0,3.019999981,105.61,995.0,11.342
FAST FD,"FAST FD,PIZZA CHAIN,14"" PIZZA,MEAT & VEG TOPPING,REG CRUST",25.38,27.0,2.200000048,244.0,11.02,0.0,3.730000019,135.54,1168.0,10.084
Egg,"Egg, Cheese and Sausage Griddle Cake Sandwich",22.04,132.0,0.600000024,291.0,10.77,0.0,7.900000095,198.93,0.0,14.627
Egg,"Egg, Cheese and Bacon Griddle Cake Sandwich",26.19,147.0,0.800000012,272.0,12.03,0.0,9.56000042,167.93,0.0,10.662
MCDONALD'S,"MCDONALD'S,CHICK SELECTS PREMIUM BREAST STRIPS",17.83,40.0,0.200000003,303.0,17.23,0.0,0.0,131.0,219.0,17.301
MCDONALD'S,"MCDONALD'S,CHICK MCNUGGETS",17.22,44.0,0.800000012,291.0,14.97,0.0,0.0,64.0,95.0,17.206
MCDONALD'S,"MCDONALD'S,BARBEQUE SAU",36.93,0.0,1.299999952,165.0,1.55,0.0,34.31000137,28.0,0.0,0.915
MCDONALD'S,"MCDONALD'S,CREAMY RANCH SAU",3.49,21.0,0.0,468.0,1.11,0.0,3.450000048,43.0,0.0,47.166
MCDONALD'S,"MCDONALD'S,HONEY",86.44,0.0,0.0,351.0,0.09,0.0,74.31999969,14.0,0.0,0.0
MCDONALD'S,"MCDONALD'S,HOT MUSTARD SAU",29.08,0.0,5.0,190.0,2.6,0.0,21.76000023,28.0,0.0,6.117000000000001
MCDONALD'S,"MCDONALD'S,SPICY BUFFALO SAU",1.81,0.0,1.5,142.0,0.54,0.0,0.0,43.0,0.0,13.932
MCDONALD'S,"MCDONALD'S,SWT 'N SOUR SAU",39.38,0.0,0.0,170.0,0.66,0.0,35.79000092,28.0,0.0,0.903
MCDONALD'S,"MCDONALD'S,TANGY HONEY MUSTARD SAU",28.81,0.0,2.700000048,167.0,1.32,0.0,21.87999916,43.0,0.0,4.908
MCDONALD'S,"MCDONALD'S,BISCUIT,REG SIZE",43.77,0.0,2.0,344.0,6.16,0.0,2.960000038,76.0,0.0,15.231
MCDONALD'S,"MCDONALD'S,DELUXE WARM CINN ROLL",51.8,34.0,2.5,367.0,5.62,0.0,22.22999954,162.0,0.0,14.043
MCDONALD'S,"MCDONALD'S,HASH BROWNS",26.3,0.0,2.799999952,262.0,2.26,0.0,0.05999999900000001,56.1,0.0,15.732999999999999
MCDONALD'S,"MCDONALD'S,SCRMBLD EGGS",1.85,427.0,0.0,193.0,15.06,0.0,0.25999999,101.9,0.0,11.477
MCDONALD'S,"MCDONALD'S,HOTCAKES (PLAIN)",38.27,13.0,1.399999976,228.0,6.0,0.0,8.840000153,149.0,0.0,5.372000000000001
MCDONALD'S,"MCDONALD'S,WARM CINN ROLL",53.02,58.0,1.899999976,398.0,7.18,0.0,24.63999939,105.0,0.0,16.343
MCDONALD'S,"MCDONALD'S,SAUSAGE PATTY",1.4,74.0,0.0,405.0,15.19,0.0,0.430000007,43.0,0.0,34.373000000000005
MCDONALD'S,"MCDONALD'S,BKD APPL PIE",43.62,0.0,2.0,323.0,3.07,0.0,17.25,77.0,0.0,14.216
MCDONALD'S,"MCDONALD'S,MCDONALDLAND CHOC CHIP COOKIES",66.24,65.0,2.0,480.0,5.56,0.0,33.86000061,56.0,0.0,18.572
MCDONALD'S,"MCDONALD'S,MCDONALDLAND COOKIES",72.75,0.0,1.600000024,447.0,6.56,0.0,24.12999916,57.0,0.0,13.482000000000001
MCDONALD'S,"MCDONALD'S,BACON,EGG & CHS MCGRIDDLES",26.19,147.0,0.800000012,272.0,12.03,0.0,9.56000042,168.0,0.0,10.662
MCDONALD'S,"MCDONALD'S,SAUSAGE MCGRIDDLES",31.25,24.0,1.0,312.0,8.41,0.0,11.22999954,134.5,0.0,15.558
MCDONALD'S,"MCDONALD'S,SAUSAGE,EGG & CHS MCGRIDDLES",22.04,132.0,0.600000024,283.0,10.77,0.0,7.900000095,199.0,0.0,14.627
MCDONALD'S,"MCDONALD'S,VANILLA TRIPLE THICK SHAKE",26.61,14.0,0.0,156.0,3.47,0.0,20.43000031,265.51,354.0,3.5570000000000004
MCDONALD'S,"MCDONALD'S,CHOC TRIPLE THICK SHAKE",27.87,14.0,0.200000003,163.0,3.69,0.0,23.62999916,267.19,356.0,3.636
MCDONALD'S,"MCDONALD'S,STRAWBERRY TRIPLE THICK SHAKE",26.79,14.0,0.0,158.0,3.51,0.0,23.77000046,265.31,354.0,3.56
MCDONALD'S,"MCDONALD'S,VANILLA RED FAT ICE CRM CONE",26.36,15.0,0.100000001,162.0,4.24,0.0,19.48999977,90.0,0.0,3.913
MCDONALD'S,"MCDONALD'S,STRAWBERRY SUNDAE",28.09,13.0,0.0,158.0,3.19,0.0,25.31999969,178.0,0.0,3.174
MCDONALD'S,"MCDONALD'S,HOT CARAMEL SUNDAE",33.36,16.0,0.0,188.0,3.58,0.0,23.54000092,182.0,0.0,3.91
MCDONALD'S,"MCDONALD'S,HOT FUDGE SUNDAE",30.05,13.0,0.400000006,186.0,4.14,0.0,26.88999939,179.0,0.0,4.857
MCDONALD'S,"MCDONALD'S,PNUTS (FOR SUNDAES)",16.23,0.0,18.79999924,640.0,28.04,0.0,4.150000095,7.0,0.0,48.033
MCDONALD'S,"MCDONALD'S,MCFLURRY W/ M&M'S CANDIES",26.82,16.0,0.200000003,177.0,4.02,0.0,24.37000084,347.85,504.0,5.353999999999999
MCDONALD'S,"MCDONALD'S,MCFLURRY W/ OREO COOKIES",25.55,15.0,0.100000001,165.0,3.97,0.0,21.19000053,336.51,487.0,4.657
MCDONALD'S,"MCDONALD'S,SAUSAGE BURRITO",21.39,153.0,1.100000024,262.0,11.54,0.0,1.25,113.2,0.0,13.205000000000002
MCDONALD'S,"MCDONALD'S,BIG BRKFST",17.5,173.0,1.100000024,285.0,10.16,0.0,0.930000007,269.0,0.0,16.972
MCDONALD'S,"MCDONALD'S,APPL DIPPERS",12.1,0.0,0.0,48.0,0.0,0.0,9.199999809,68.0,0.0,0.0
MCDONALD'S,"MCDONALD'S,LOFAT CARAMEL SAU",71.53,12.0,0.0,313.0,1.89,0.0,43.20999908,21.0,0.0,2.6819999999999995
MCDONALD'S,"MCDONALD'S,DOUBLE CHEESEBURGER",19.83,48.0,0.800000012,265.0,14.89,0.0,4.659999847,173.0,0.0,11.557
MCDONALD'S,"MCDONALD'S,DOUBLE QUARTER POUNDER W/ CHS",14.43,57.0,1.0,262.0,16.96,0.0,3.49000001,280.0,0.0,12.808
MCDONALD'S,"MCDONALD'S,NEWMAN'S OWN COBB DRSNG",15.49,13.0,0.300000012,196.0,1.69,0.0,7.789999962,62.16,0.0,14.35
MCDONALD'S,"MCDONALD'S,NEWMAN'S OWN CREAMY CAESAR DRSNG",6.85,35.0,0.100000001,319.0,3.56,0.0,3.0,58.68,0.0,29.91
MCDONALD'S,"MCDONALD'S,NEWMAN'S OWN LOFAT BALSAMIC VINAIGRETTE",24.65,0.0,0.400000006,86.0,0.19,0.0,6.739999771,46.64,0.0,5.86
MCDONALD'S,"MCDONALD'S,NEWMAN'S OWN RANCH DRSNG",16.75,32.0,0.300000012,313.0,2.62,0.0,6.570000172,55.8,0.0,26.06
MCDONALD'S,"MCDONALD'S,BIG MAC (WITHOUT BIG MAC SAUCE)",21.01,35.0,1.7000000480000002,234.0,12.79,0.0,3.700000048,200.45,0.0,8.298
MCDONALD'S,"MCDONALD'S,BIG 'N TASTY",16.6,33.0,1.399999976,226.0,10.64,0.0,3.789999962,231.74,0.0,10.915999999999999
MCDONALD'S,"MCDONALD'S,BIG 'N TASTY (WITHOUT MAYONNAISE)",17.44,31.0,1.5,192.0,11.25,0.0,3.960000038,217.74,0.0,6.69
MCDONALD'S,"MCDONALD'S,BIG 'N TASTY W/ CHS",16.06,37.0,1.299999952,232.0,11.0,0.0,3.829999924,246.66,0.0,11.621
MCDONALD'S,"MCDONALD'S,BIG 'N TASTY W/ CHS (WITHOUT MAYONNAISE)",16.81,34.0,1.399999976,201.0,11.59,0.0,4.0,232.66,0.0,7.709
MCDONALD'S,"MCDONALD'S,MCCHICKEN SNDWCH (WITHOUT MAYONNAISE)",30.95,22.0,1.399999976,240.0,11.08,0.0,4.159999847,138.0,0.0,7.9220000000000015
MCDONALD'S,"MCDONALD'S,EGG MCMUFFIN",20.54,165.0,1.100000024,215.0,12.65,0.0,2.00999999,139.35,0.0,7.756
MCDONALD'S,"MCDONALD'S,SAUSAGE MCMUFFIN",24.52,39.0,1.399999976,333.0,12.66,0.0,1.929999948,114.95,0.0,18.236
MCDONALD'S,"MCDONALD'S,SAUSAGE MCMUFFIN W/ EGG",17.28,154.0,0.8999999759999999,274.0,12.59,0.0,1.570000052,165.35,0.0,15.357000000000001
MCDONALD'S,"MCDONALD'S,BACON EGG & CHS BISCUIT",22.26,167.0,0.8999999759999999,304.0,13.45,0.0,2.180000067,142.0,0.0,16.433
MCDONALD'S,"MCDONALD'S,SAUSAGE BISCUIT",27.2,29.0,1.200000048,376.0,9.62,0.0,1.970000029,117.0,0.0,22.910999999999998
MCDONALD'S,"MCDONALD'S,SAUSAGE BISCUIT W/ EGG",19.28,152.0,0.800000012,311.0,11.27,0.0,1.429999948,163.0,0.0,19.545
MCDONALD'S,"MCDONALD'S,DELUXE BRKFST,W/ SYRUP & MARGARINE",29.48,109.0,1.0,285.0,7.56,0.0,9.880000114,420.0,0.0,12.67
MCDONALD'S,"MCDONALD'S,HOTCAKES & SAUSAGE",38.79,19.0,0.800000012,294.0,5.87,0.0,17.29999924,263.54,0.0,8.641
MCDONALD'S,"MCDONALD'S,HOTCAKES (WITH 2 PATS MARGARINE & SYRUP)",46.08,9.0,0.8999999759999999,272.0,4.05,0.0,20.57999992,220.54,0.0,3.7680000000000002
MCDONALD'S,"MCDONALD'S,APPL DIPPERS W/ LOFAT CARAMEL SAU",26.12,3.0,0.0,111.0,0.45,0.0,17.21999931,89.0,0.0,0.633
MCDONALD'S,"MCDONALD'S,FRUIT & WALNUT SALAD",16.6,2.0,0.0,118.0,1.81,0.0,12.44999981,263.65,0.0,4.712999999999999
MCDONALD'S,"MCDONALD'S,CAESAR SALAD W/ GRILLED CHICK",3.67,24.0,1.100000024,71.0,9.82,0.0,1.610000014,310.55,0.0,1.905
MCDONALD'S,"MCDONALD'S,CAESAR SALAD W/ CRISPY CHICK",6.2,18.0,1.100000024,104.0,8.32,0.0,1.4700000290000002,314.0,0.0,5.037
MCDONALD'S,"MCDONALD'S,CAESAR SALAD WO/ CHICK",4.28,5.0,1.600000024,44.0,3.18,0.0,2.079999924,213.0,0.0,1.786
MCDONALD'S,"MCDONALD'S,BACON RANCH SALAD W/ GRILLED CHICK",3.64,28.0,1.0,81.0,10.28,0.0,1.730000019,320.55,0.0,2.68
MCDONALD'S,"MCDONALD'S,BACON RANCH SALAD WO/ CHICK",4.2,12.0,1.5,61.0,4.14,0.0,2.140000105,223.0,0.0,2.891
MCDONALD'S,"MCDONALD'S,SIDE SALAD",4.3,0.0,1.600000024,20.0,1.03,0.0,2.24000001,87.0,0.0,0.105
MCDONALD'S,"MCDONALD'S,FRUIT 'N YOGURT PARFAIT",20.72,5.0,1.0,105.0,2.73,0.0,12.82999992,149.0,0.0,0.242
MCDONALD'S,"MCDONALD'S,FRUIT 'N YOGURT PARFAIT (WITHOUT GRANOLA)",17.67,5.0,0.8999999759999999,90.0,2.47,0.0,11.89999962,142.0,0.0,0.047
MCDONALD'S,"MCDONALD'S,FILET-O-FISH (WITHOUT TARTAR SAUCE)",31.08,25.0,1.0,243.0,12.47,0.0,4.2699999810000016,124.0,0.0,6.864000000000001
BURGER KING,"BURGER KING,CROISSAN'WICH W/ SAUSAGE,EGG & CHS",17.65,120.0,0.699999988,322.0,12.31,0.0,2.859999895,150.68,0.0,21.201
BURGER KING,"BURGER KING,CROISSAN'WICH W/ SAUSAGE & CHS",23.0,43.0,0.699999988,376.0,13.73,0.0,3.359999895,131.33,0.0,23.734
BURGER KING,"BURGER KING,CROISSAN'WICH W/ EGG & CHS",24.79,139.0,0.699999988,283.0,10.35,0.0,4.03000021,110.43,0.0,14.364
BURGER KING,"BURGER KING,FRENCH TOAST STKS",41.21,0.0,1.399999976,349.0,6.0,0.0,9.890000342999999,21.3,106.0,16.057000000000002
BURGER KING,"BURGER KING,HASH BROWN ROUNDS",34.55,0.0,2.900000095,369.0,2.87,0.0,0.27000001100000004,76.5,128.0,22.889
FAST FOODS,"FAST FOODS,MINIATURE CINN ROLLS",53.38,21.0,2.200000048,403.0,7.02,0.0,17.97999954,25.44,0.0,16.337
FAST FOODS,"FAST FOODS,HAMBURGER; DOUBLE,LRG PATY; W/ CONDMNT,VEG & MAYO",13.74,46.0,1.399999976,252.0,13.94,0.0,3.519999981,374.0,0.0,14.905999999999999
FT FDS,"FT FDS, HAMBRGER; SIN, LRG PATTY; W/ CONDMNTS, VEG, MAYO",17.33,33.0,1.5,226.0,11.34,0.0,4.0,246.91,0.0,11.786
FAST FOODS,"FAST FOODS,HAMBURGER; SINGLE,LRG PATTY; W/ CONDMNT",22.14,40.0,1.100000024,256.0,15.68,0.0,0.0,171.0,0.0,11.49
FAST FOODS,"FAST FOODS,HMBURGR; SNG,REG PTTY; DBL BN W/ CNDMNT & SPL SAU",22.69,32.0,1.399999976,259.0,12.17,0.0,0.0,205.0,0.0,13.12
FAST FOODS,"FAST FOODS,CHEESEBURGER; DOUBLE,REG PATTY; W/ CONDMNT",19.83,48.0,0.800000012,274.0,14.89,0.0,4.659999847,173.0,0.0,11.557
FAST FOODS,"FAST FOODS,CHEESEBURGER; DOUBLE,LRG PATTY; W/ CONDMNT",14.43,57.0,1.0,272.0,16.96,0.0,3.49000001,280.0,0.0,12.808
FAST FDS,"FAST FDS,CHSEBURGER;SINGLE,LRG PATTY; W/ CONDMNT,VEG & MAYO",15.45,37.0,1.200000048,235.0,13.03,0.0,4.510000229,266.22,0.0,11.8
FAST FOODS,"FAST FOODS,CHEESEBURGER; SINGLE,LRG PATTY; W/ CONDMNT",19.72,48.0,1.200000048,269.0,15.21,0.0,3.599999905,199.0,0.0,14.255999999999998
FAST FDS,"FAST FDS,CHSEBURGER; DOUBLE,LRG PATTY; W/ CONDMNT,VEG & MAYO",12.62,49.0,1.299999952,253.0,15.5,0.0,3.609999895,354.5,0.0,15.067
FAST FOODS,"FAST FOODS,CHSBURGR; DBL,RG PTTY; DBL BN W/ CNDMNT & SPL SAU",21.53,36.0,1.399999976,261.0,11.94,0.0,3.25999999,219.0,0.0,13.959000000000001
FAST FOODS,"FAST FOODS,CHICK TENDERS",17.79,50.0,1.899999976,290.0,17.29,0.0,0.100000001,62.0,77.0,16.311999999999998
MCDONALD'S,"MCDONALD'S,PREMIUM GRILLED CHICK CLASSIC SNDWCH",22.28,34.0,1.399999976,183.0,14.16,0.0,5.010000229,229.41,0.0,4.096
MCDONALD'S,"MCDONALD'S,PREMIUM CRISPY CHICK CLASSIC SNDWCH",25.46,26.0,1.399999976,228.0,12.08,0.0,5.369999886,230.0,0.0,8.296000000000001
MCDONALD'S,"MCDONALD'S,PREMIUM GRILLED CHICK CLUB SNDWCH",19.87,46.0,1.200000048,221.0,17.19,0.0,4.679999828,268.67,0.0,7.558
MCDONALD'S,"MCDONALD'S,PREMIUM CRISPY CHICK CLUB SNDWCH",22.61,38.0,1.200000048,250.0,15.38,0.0,4.989999771,254.0,0.0,11.113
MCDONALD'S,"MCDONALD'S,PREMIUM GRILLED CHICK RANCH BLT SNDWCH",21.91,38.0,1.399999976,204.0,16.7,0.0,5.199999809,242.23,0.0,5.006
MCDONALD'S,"MCDONALD'S,PREMIUM CRISPY CHICK RANCH BLT SNDWCH",24.93,30.0,1.399999976,244.0,14.7,0.0,5.53000021,240.0,0.0,8.975
MCDONALD'S,"MCDONALD'S,ENG MUFFIN",44.36,0.0,2.599999905,285.0,9.26,0.0,2.569999933,57.0,0.0,7.5820000000000025
FAST FOODS,"FAST FOODS,BAGEL,W/ HAM,EGG,& CHS",27.43,127.0,0.200000003,253.0,13.97,0.0,3.650000095,190.85,0.0,8.862
FAST FOODS,"FAST FOODS,BAGEL,W/ EGG,SAUSAGE PATTY,CHS,& CONDMNT",22.64,133.0,0.200000003,295.0,12.98,0.0,2.8699998860000004,219.03,0.0,15.025
FAST FOODS,"FAST FOODS,BAGEL,W/ BRKFST STEAK,EGG,CHS,& CONDMNT",22.99,130.0,0.200000003,282.0,15.95,0.0,2.970000029,216.68,0.0,12.265
