,source,target
14309, adult 1 2 3 3 3 good calves, Dumbbell Calf Raise Smith Machine Calf Raise Seated Single Leg Calf Raise Barbell Calf Raise Single Leg Dumbbell Calf Raise
14310, adult 1 3 1 1 1 good abdominals, Cross Crunch Side Plank (from knees) Weighted Crunch Full Reverse Crunch Decline Sit Up
14311, adult 1 3 1 1 1 good triceps, Dumbbell Kickback Bench Dips Low Cable Triceps Extension Reverse Tricep Pushdown Decline Single Dumbbell Triceps Extension
14312, adult 1 3 1 1 1 good biceps, Single Arm Dumbbell Curl   Incline Bench Lying Cable Curl Concentration Dumbbell Curl Preacher EZ Bar Curl Cross Body Hammer Curl
14313, adult 1 3 1 1 1 good shoulders, Lying Dumbbell External Rotation Lying Single Arm Dumbbell Rear Delt Raise Dumbbell Front Raise Dumbbell Alternating Shoulder Press
14314, adult 1 3 1 1 1 good chest, Machine Bench Press Chest Press Pec Deck Dumbbell Fly
14315, adult 1 3 1 1 1 good legs, Lateral Squat Forward Lunge Step Up Seated Leg Curl
14316, adult 1 3 1 1 1 good back, Bent Over Hammer Dumbbell Row Seated Cable Row Seated Row Back Raise
14317, adult 1 3 1 1 1 good calves, Calf Press Dumbbell Calf Raise Calf Raise   Standing Calf Raise   Seated
14318, adult 1 3 1 1 2 good abdominals, Sit Up Kneeling Ab Rollout Side Plank (from knees) Front Plank (tripod   1 arm and 2 legs or 2 legs and 1 arm) Decline Sit Up   Twist
14319, adult 1 3 1 1 2 good triceps, Overhead Single Arm Dumbbell Tricep Extension Dips Diamond Push Up Decline Single Dumbbell Triceps Extension Decline Single Arm Dumbbell Triceps Extension
14320, adult 1 3 1 1 2 good biceps, Seated Dumbbell Curl Single Arm Cable Curl Lying Cable Curl Preacher Barbell Curl Preacher Cable Curl
14321, adult 1 3 1 1 2 good shoulders, Lying Dumbbell External Rotation Arnold Dumbbell Press Cable Lateral Raise Dumbbell Shoulder Press
14322, adult 1 3 1 1 2 good chest, Push Up Dumbbell Push Up Dumbbell Fly Dumbbell Bench Press
14323, adult 1 3 1 1 2 good legs, Lying Leg Curl Leg Extension Lateral Step Up Lying Machine Squat
14324, adult 1 3 1 1 2 good back, Seated Cable Row Wide Grip Lat Pulldown Standing Cable Row Superman
14325, adult 1 3 1 1 2 good calves, Seated Calf Raise Calf Raise   Standing Dumbbell Calf Raise Calf Raise   Seated
14326, adult 1 3 1 1 3 good abdominals, V Up Side Plank (from knees) Weighted Crunch Medicine Ball V Up Ab Cycle
14327, adult 1 3 1 1 3 good triceps, Towel Triceps Pushdown Lying Cable Triceps Extension Lying Overhead EZ Bar Tricep Extension Decline Single Arm Dumbbell Triceps Extension Close Grip Bench Press
14328, adult 1 3 1 1 3 good biceps, Barbell Curl Concentration Dumbbell Curl Preacher Dumbbell Curl Cross Body Hammer Curl Spider Curl
14329, adult 1 3 1 1 3 good shoulders, Dumbbell Lateral Raise Pec Deck Real Delt Extensions Bent Over Dumbbell Rear Delt Raise Smith Machine Shoulder Press Barbell Shoulder Press
14330, adult 1 3 1 1 3 good chest, Wide Grip Push Up Dumbbell Fly Push Up Machine Vertical Bench Press
14331, adult 1 3 1 1 3 good legs, Reverse Lunge Lying Leg Curl Hip Lift Step Up
14332, adult 1 3 1 1 3 good back, Wide Grip Lat Pulldown Assisted Pull Up Lat Pulldown Superman
14333, adult 1 3 1 1 3 good calves, Seated Calf Raise Calf Raise   Seated Dumbbell Calf Raise Calf Press
14334, adult 1 3 1 2 1 good abdominals, V Up Weighted V Up Kneeling Ab Rollout Bent Knee Medicine Ball Hip Rotation Reverse Medicine Ball Crunch
14335, adult 1 3 1 2 1 good triceps, V Bar Tricep Pushdown Rope Triceps Pushdown Overhead Rope Cable Tricep Extension Decline EZ Bar Tricep Extension Overhead EZ Bar Triceps Extension
14336, adult 1 3 1 2 1 good biceps, Single Arm Dumbbell Curl   Incline Bench Single Arm Cable Curl Cable Curl Lying High Cable Curl Incline Alternating Dumbbell Curl
14337, adult 1 3 1 2 1 good shoulders, Dumbbell Alternating Shoulder Press Cable External Rotation Lying Single Arm Dumbbell Rear Delt Raise Front Plate Raise
14338, adult 1 3 1 2 1 good chest, Dumbbell Push Up Twisting Dumbbell Bench Press Pec Deck Chest Press
14339, adult 1 3 1 2 1 good legs, Seated Leg Curl Single Leg Squat Walking Lunge Barbell Lunge
14340, adult 1 3 1 2 1 good back, Lat Pulldown Standing Cable Row Wide Grip Lat Pulldown Bent Over Dumbbell Row
14341, adult 1 3 1 2 1 good calves, Dumbbell Calf Raise Seated Single Leg Calf Raise Smith Machine Calf Raise Smith Machine Calf Raise
14342, adult 1 3 1 2 2 good abdominals, Reverse Crunch Kneeling Ab Rollout Front Plank (from toes) Seated Medicine Ball Twist Decline Sit Up
14343, adult 1 3 1 2 2 good triceps, Tricep Pushdown Lying EZ Bar Triceps Extension Overhead Rope Cable Tricep Extension Decline Dumbbell Triceps Extension Reverse Tricep Pushdown
14344, adult 1 3 1 2 2 good biceps, Single Arm Barbell Curl Preacher Single Arm Dumbbell Curl Lying Cable Curl Overhead Rope Cable Curl Preacher Barbell Curl
14345, adult 1 3 1 2 2 good shoulders, Front Plate Raise Dumbbell Twisting Shoulder Press Arnold Dumbbell Press Pec Deck Real Delt Extensions
14346, adult 1 3 1 2 2 good chest, Dumbbell Bench Press Dumbbell Push Up Push Up Machine Bench Press
14347, adult 1 3 1 2 2 good legs, Machine Hack Squat Barbell Lunge Diagonal Lunge Single Leg Extension
14348, adult 1 3 1 2 2 good back, Seated Cable Row Bent Over Dumbbell Row Bent Over Hammer Dumbbell Row Superman
14349, adult 1 3 1 2 2 good calves, Dumbbell Calf Raise Seated Single Leg Calf Raise Smith Machine Calf Raise Smith Machine Calf Raise
14350, adult 1 3 1 2 3 good abdominals, Reverse Crunch Weighted Crunch Side Plank (from knees) Ab Cycle Reverse Cable Chop
14351, adult 1 3 1 2 3 good triceps, Lying Tricep Extensions Bench Dips Rope Triceps Pushdown Decline Single Arm Dumbbell Triceps Extension Decline Single Dumbbell Triceps Extension
14352, adult 1 3 1 2 3 good biceps, Single Arm Dumbbell Curl   Incline Bench Single Arm Cable Curl Cable Curl Incline Alternating Hammer Curl Incline Dumbbell Curl
14353, adult 1 3 1 2 3 good shoulders, Front Plate Raise Cable Lateral Raise Barbell Front Raise Reverse Incline Dumbbell Rear Delt Raise Smith Machine Shoulder Press
14354, adult 1 3 1 2 3 good chest, Chest Press Machine Vertical Bench Press Push Up Twisting Dumbbell Bench Press
14355, adult 1 3 1 2 3 good legs, Lateral Squat Single Leg Squat Single Leg Hip Lift Dumbbell Side Lunge
14356, adult 1 3 1 2 3 good back, One Arm Dumbbell Row Seated Cable Row Single Arm Dumbbell Row Bent Over Barbell Row
14357, adult 1 3 1 2 3 good calves, Calf Press Seated Single Leg Calf Raise Smith Machine Calf Raise Smith Machine Calf Raise
14358, adult 1 3 1 3 1 good abdominals, Heel Touch Weighted Crunch Front Plank (from toes) Reverse Cable Chop Side Plank (from toes)
14359, adult 1 3 1 3 1 good triceps, Lying Tricep Extensions Bench Dips Rope Triceps Pushdown Overhead EZ Bar Triceps Extension Reverse Tricep Pushdown
14360, adult 1 3 1 3 1 good biceps, Alternating Dumbbell Curl Preacher Single Arm Dumbbell Curl Preacher Dumbbell Curl Incline Hammer Curl Incline Dumbbell Curl
14361, adult 1 3 1 3 1 good shoulders, Lying Dumbbell Rear Delt Raise Front Plate Raise Seated Dumbbell Rear Delt Raise Machine Shoulder Press
14362, adult 1 3 1 3 1 good chest, Machine Vertical Bench Press Dumbbell Fly Pec Deck Fly Pec Deck
14363, adult 1 3 1 3 1 good legs, Leg Extension Elevated Hip Lift Smith Machine Squat Barbell Step Up Barbell Split Squat
14364, adult 1 3 1 3 1 good back, Standing Cable Row Single Arm Dumbbell Row Seated Row Close Grip Lat Pulldown
14365, adult 1 3 1 3 1 good calves, Calf Raise   Seated Smith Machine Calf Raise Seated Single Leg Calf Raise Barbell Calf Raise Single Leg Dumbbell Calf Raise
14366, adult 1 3 1 3 2 good abdominals, V Up Weighted V Up Weighted Crunch Incline Hip Thrust Ab Cycle
14367, adult 1 3 1 3 2 good triceps, Lying Single Dumbbell Triceps Extension Lying Overhead EZ Bar Tricep Extension Dips Lying Reverse EZ Bar Triceps Extension Decline Single Arm Dumbbell Triceps Extension
14368, adult 1 3 1 3 2 good biceps, Single Arm Barbell Curl Single Arm Cable Curl Concentration Dumbbell Curl Preacher EZ Bar Curl Incline Hammer Curl
14369, adult 1 3 1 3 2 good shoulders, Dumbbell Alternating Shoulder Press Cable Front Raise Single Arm Cable Lateral Raise Arnold Dumbbell Press
14370, adult 1 3 1 3 2 good chest, Dumbbell Push Up Dumbbell Fly Push Up Chest Press
14371, adult 1 3 1 3 2 good legs, Lateral Step Up Dumbbell Side Lunge Single Leg Extension Barbell Diagonal Lunge Barbell Hack Squat
14372, adult 1 3 1 3 2 good back, Alternating Superman Machine Row Pull Up Superman
14373, adult 1 3 1 3 2 good calves, Seated Calf Raise Seated Single Leg Calf Raise Smith Machine Calf Raise Single Leg Calf Press Barbell Calf Raise
14374, adult 1 3 1 3 3 good abdominals, Reverse Crunch Kneeling Ab Rollout Side Plank (from knees) Incline Reverse Crunch Full Reverse Crunch
14375, adult 1 3 1 3 3 good triceps, Towel Triceps Pushdown Bench Dips Dips Decline Single Arm Dumbbell Triceps Extension Overhead EZ Bar Triceps Extension
14376, adult 1 3 1 3 3 good biceps, Bicep Curl Lying Cable Curl Preacher Single Arm Dumbbell Curl Preacher EZ Bar Curl Lying High Cable Curl
14377, adult 1 3 1 3 3 good shoulders, Front Plate Raise Dumbbell Twisting Shoulder Press Bent Over Dumbbell Rear Delt Raise Bent Over Cable Rear Delt Raise Barbell Shoulder Press
14378, adult 1 3 1 3 3 good chest, Pec Deck Fly Kneeling Push Up Machine Bench Press Dumbbell Fly
14379, adult 1 3 1 3 3 good legs, Lateral Step Up Smith Machine Squat Dumbbell Reverse Lunge Single Leg Barbell Squat Dumbbell Walking Lunge
14380, adult 1 3 1 3 3 good back, Bent Over Barbell Row Lat Pulldown Wide Grip Lat Pulldown Alternating Superman
14381, adult 1 3 1 3 3 good calves, Seated Calf Raise Seated Single Leg Calf Raise Smith Machine Calf Raise Barbell Calf Raise Single Leg Calf Press
14382, adult 1 3 2 1 1 good abdominals, Front Plank (from knees) Side Plank (from knees) Front Plank (from toes) Incline Reverse Crunch Cable Chop
14383, adult 1 3 2 1 1 good triceps, Tricep Pushdown Lying Cable Triceps Extension Dips Reverse Tricep Pushdown Decline Single Arm Dumbbell Triceps Extension
14384, adult 1 3 2 1 1 good biceps, Machine Curl Single Arm Cable Curl Cable Curl Preacher Cable Curl Overhead Double Biceps Cable Curl
14385, adult 1 3 2 1 1 good shoulders, Dumbbell Lateral Raise Machine Shoulder Press Front Plate Raise Lying Dumbbell External Rotation
14386, adult 1 3 2 1 1 good chest, Machine Vertical Bench Press Dumbbell Push Up Dumbbell Bench Press Machine Bench Press
14387, adult 1 3 2 1 1 good legs, Leg Extension Forward Lunge Lying Machine Squat Dumbbell Lunge
14388, adult 1 3 2 1 1 good back, Bent Over Barbell Row Single Arm Lat Pulldown Bent Over Long Barbell Row Standing Single Arm Cable Row
14389, adult 1 3 2 1 1 good calves, Calf Press Dumbbell Calf Raise Calf Raise   Standing Calf Raise   Seated
14390, adult 1 3 2 1 2 good abdominals, Side Plank (hip lift) Side Plank (from knees) Weighted V Up Reverse Cable Chop Seated Medicine Ball Twist
14391, adult 1 3 2 1 2 good triceps, Overhead Single Arm Dumbbell Tricep Extension Single Arm Triceps Pushdown Forward Lean Dips Decline Single Arm Dumbbell Triceps Extension Close Grip Bench Press
14392, adult 1 3 2 1 2 good biceps, Single Arm Barbell Curl Preacher Hammer Dumbbell Curl Lying Double Biceps Cable Curl Preacher Cable Curl Reverse Curl
14393, adult 1 3 2 1 2 good shoulders, Lying Dumbbell External Rotation Dumbbell Shoulder Press Arnold Dumbbell Press Dumbbell Twisting Shoulder Press
14394, adult 1 3 2 1 2 good chest, Dumbbell Bench Press Pec Deck Fly Pec Deck Dumbbell Push Up
14395, adult 1 3 2 1 2 good legs, Lateral Step Up Leg Curl Lying Machine Squat Forward Lunge
14396, adult 1 3 2 1 2 good back, Machine Row Rope Cable Row Standing Single Arm Cable Row Bent Over Long Barbell Row
14397, adult 1 3 2 1 2 good calves, Calf Raise   Seated Calf Raise   Standing Calf Press Seated Calf Raise
14398, adult 1 3 2 1 3 good abdominals, Crunch Side Plank (from knees) Front Plank (from toes) Full Reverse Crunch Lying Hip Thrust
14399, adult 1 3 2 1 3 good triceps, Dumbbell Kickback Rope Triceps Pushdown Low Cable Triceps Extension Reverse Tricep Pushdown Overhead EZ Bar Triceps Extension
14400, adult 1 3 2 1 3 good biceps, Seated Dumbbell Curl Single Arm Cable Curl Concentration Dumbbell Curl Bottom/Top/Full Curls Spider Curl
14401, adult 1 3 2 1 3 good shoulders, Lying Dumbbell Rear Delt Raise Seated Dumbbell Rear Delt Elbow Raise Cable Lateral Raise Reverse Incline Dumbbell Rear Delt Raise Kneeling Single Arm Cable Rear Delt Raise
14402, adult 1 3 2 1 3 good chest, Wide Grip Push Up Pec Deck Fly Dumbbell Fly Pec Deck
14403, adult 1 3 2 1 3 good legs, Forward Lunge Leg Extension Machine Hack Squat Seated Leg Curl
14404, adult 1 3 2 1 3 good back, Back Raise Standing Single Arm Cable Row Bent Over Long Barbell Row Rope Cable Row
14405, adult 1 3 2 1 3 good calves, Calf Raise   Seated Dumbbell Calf Raise Calf Press Seated Calf Raise
14406, adult 1 3 2 2 1 good abdominals, V Up Weighted V Up Kneeling Ab Rollout Ab Cycle Decline Cross Sit Up
14407, adult 1 3 2 2 1 good triceps, Tricep Pushdown Overhead Single Arm Cable Tricep Extension Lying EZ Bar Triceps Extension Decline Single Dumbbell Triceps Extension Decline Dumbbell Triceps Extension
14408, adult 1 3 2 2 1 good biceps, Dumbbell Curl EZ Bar Curl Single Arm Cable Curl Incline Alternating Hammer Curl Bottom/Top/Full Curls
14409, adult 1 3 2 2 1 good shoulders, Seated Dumbbell Rear Delt Raise Dumbbell Alternating Shoulder Press Lying Dumbbell Rear Delt Raise Dumbbell Lateral Raise
14410, adult 1 3 2 2 1 good chest, Machine Vertical Bench Press Pec Deck Wide Grip Push Up Chest Press
14411, adult 1 3 2 2 1 good legs, Barbell Squat Dumbbell Reverse Lunge Walking Lunge Alternating Leg Extension
14412, adult 1 3 2 2 1 good back, Machine Row Standing Single Arm Cable Row Bent Over Alternating Dumbbell Row Bent Over Long Barbell Row
14413, adult 1 3 2 2 1 good calves, Calf Raise   Standing Seated Single Leg Calf Raise Smith Machine Calf Raise Smith Machine Calf Raise
14414, adult 1 3 2 2 2 good abdominals, Crunch Front Plank (from toes) Weighted Crunch Lying Hip Thrust Decline Cross Sit Up
14415, adult 1 3 2 2 2 good triceps, Overhead Single Dumbbell Tricep Extension Lying Cable Triceps Extension Rope Triceps Pushdown Decline Dumbbell Triceps Extension Decline Single Arm Dumbbell Triceps Extension
14416, adult 1 3 2 2 2 good biceps, Hammer Curl Cable Curl Preacher Hammer Dumbbell Curl Cross Body Hammer Curl Preacher EZ Bar Curl
14417, adult 1 3 2 2 2 good shoulders, Cable External Rotation Bent Over Dumbbell Rear Delt Raise Seated Dumbbell Rear Delt Elbow Raise Dumbbell Shoulder Press
14418, adult 1 3 2 2 2 good chest, Pec Deck Wide Grip Push Up Machine Bench Press Pec Deck Fly
14419, adult 1 3 2 2 2 good legs, Leg Extension Single Leg Squat Single Arm Dumbbell Side Squat Dumbbell Side Lunge
14420, adult 1 3 2 2 2 good back, Seated Cable Row Bent Over Alternating Dumbbell Row Bent Over Long Barbell Row Rope Cable Row
14421, adult 1 3 2 2 2 good calves, Calf Raise   Seated Smith Machine Calf Raise Seated Single Leg Calf Raise Smith Machine Calf Raise
14422, adult 1 3 2 2 3 good abdominals, Bent Knee Crunch Front Plank (from toes) Weighted V Up Cable Chop Ab Cycle
14423, adult 1 3 2 2 3 good triceps, Lying Single Arm Dumbbell Triceps Extension Forward Lean Dips Single Arm Triceps Pushdown Decline Single Arm Dumbbell Triceps Extension Reverse Tricep Pushdown
14424, adult 1 3 2 2 3 good biceps, Alternating Hammer Curl Preacher Single Arm Dumbbell Curl EZ Bar Curl Spider Curl Overhead Rope Cable Curl
14425, adult 1 3 2 2 3 good shoulders, Dumbbell Alternating Shoulder Press Pec Deck Real Delt Extensions Barbell Front Raise Kneeling Single Arm Cable Rear Delt Raise Barbell Shoulder Press
14426, adult 1 3 2 2 3 good chest, Dumbbell Bench Press Twisting Dumbbell Bench Press Push Up Machine Vertical Bench Press
14427, adult 1 3 2 2 3 good legs, Dumbbell Lunge Barbell Side Lunge Single Leg Dumbbell Squat Walking Lunge
14428, adult 1 3 2 2 3 good back, One Arm Dumbbell Row Single Arm Lat Pulldown Standing Single Arm Cable Row Bent Over Alternating Dumbbell Row
14429, adult 1 3 2 2 3 good calves, Calf Press Seated Single Leg Calf Raise Smith Machine Calf Raise Smith Machine Calf Raise
14430, adult 1 3 2 3 1 good abdominals, Crunch Side Plank (from knees) Weighted Crunch Full Reverse Crunch Seated Medicine Ball Twist
14431, adult 1 3 2 3 1 good triceps, Dumbbell Kickback Forward Lean Dips Lying Cable Triceps Extension Incline EZ Bar Tricep Extension Reverse Tricep Pushdown
14432, adult 1 3 2 3 1 good biceps, Bicep Curl Rope Cable Curl Lying Double Biceps Cable Curl Overhead Double Biceps Cable Curl Cross Body Hammer Curl
14433, adult 1 3 2 3 1 good shoulders, Dumbbell Lateral Raise Dumbbell Alternating Shoulder Press Dumbbell Front Raise Lying Dumbbell External Rotation
14434, adult 1 3 2 3 1 good chest, Machine Vertical Bench Press Wide Grip Push Up Dumbbell Fly Pec Deck Fly
14435, adult 1 3 2 3 1 good legs, Lunge Walking Lunge Smith Machine Squat Dumbbell Split Squat Dumbbell Diagonal Lunge
14436, adult 1 3 2 3 1 good back, One Arm Dumbbell Row Single Arm Lat Pulldown Rope Cable Row Reverse Grip Lat Pullown
14437, adult 1 3 2 3 1 good calves, Seated Calf Raise Seated Single Leg Calf Raise Smith Machine Calf Raise Single Leg Calf Press Single Leg Dumbbell Calf Raise
14438, adult 1 3 2 3 2 good abdominals, Side Plank (hip lift) Front Plank (from toes) Side Plank (from knees) Decline Crunch Front Plank (tripod   1 arm and 2 legs or 2 legs and 1 arm)
14439, adult 1 3 2 3 2 good triceps, Tricep Pushdown Overhead Single Arm Cable Tricep Extension Lying EZ Bar Triceps Extension Decline Single Dumbbell Triceps Extension Decline EZ Bar Tricep Extension
14440, adult 1 3 2 3 2 good biceps, Machine Curl Rope Cable Curl Lying Cable Curl Incline Alternating Hammer Curl Cross Body Hammer Curl
14441, adult 1 3 2 3 2 good shoulders, Lying Dumbbell Rear Delt Raise Pec Deck Real Delt Extensions Dumbbell Shoulder Press Bent Over Dumbbell Rear Delt Raise
14442, adult 1 3 2 3 2 good chest, Machine Vertical Bench Press Pec Deck Dumbbell Fly Chest Press
14443, adult 1 3 2 3 2 good legs, Dumbbell Squat Lying Single Leg Curl Single Leg Squat Bent Knee Single Leg Hip Lift Dumbbell Split Squat
14444, adult 1 3 2 3 2 good back, Single Arm Dumbbell Row Bent Over Alternating Dumbbell Row Single Arm Lat Pulldown Standing Single Arm Cable Row
14445, adult 1 3 2 3 2 good calves, Dumbbell Calf Raise Seated Single Leg Calf Raise Smith Machine Calf Raise Single Leg Dumbbell Calf Raise Single Leg Calf Press
14446, adult 1 3 2 3 3 good abdominals, Side Plank (hip lift) Weighted V Up Kneeling Ab Rollout Trunk Rotator Medicine Ball V Up
14447, adult 1 3 2 3 3 good triceps, Lying Single Arm Dumbbell Triceps Extension Overhead Rope Cable Tricep Extension Forward Lean Dips Close Grip Bench Press Incline EZ Bar Tricep Extension
14448, adult 1 3 2 3 3 good biceps, Seated Dumbbell Curl Rope Cable Curl Lying Double Biceps Cable Curl Reverse Curl Incline Dumbbell Curl
14449, adult 1 3 2 3 3 good shoulders, Lying Dumbbell External Rotation Seated Dumbbell Rear Delt Elbow Raise Cable Lateral Raise Reverse Incline Dumbbell Rear Delt Raise Kneeling Single Arm Cable Rear Delt Raise
14450, adult 1 3 2 3 3 good chest, Machine Vertical Bench Press Dumbbell Push Up Dumbbell Bench Press Twisting Dumbbell Bench Press
14451, adult 1 3 2 3 3 good legs, Lunge Diagonal Lunge Single Arm Dumbbell Side Squat Bent Knee Single Leg Hip Lift Single Leg Box Squat
14452, adult 1 3 2 3 3 good back, Assisted Pull Up Reverse Grip Lat Pullown Bent Over Long Barbell Row Single Arm Cable Row
14453, adult 1 3 2 3 3 good calves, Calf Raise   Standing Smith Machine Calf Raise Seated Single Leg Calf Raise Single Leg Dumbbell Calf Raise Barbell Calf Raise
14454, adult 1 3 3 1 1 good abdominals, Crunch Side Plank (from knees) Weighted V Up Decline Crunch Cable Chop
14455, adult 1 3 3 1 1 good triceps, Tricep Extensions Overhead Rope Cable Tricep Extension Overhead Single Arm Cable Tricep Extension Incline EZ Bar Tricep Extension Close Grip Bench Press
14456, adult 1 3 3 1 1 good biceps, Single Arm Dumbbell Curl   Incline Bench Concentration Dumbbell Curl Rope Cable Curl Lying High Cable Curl Incline Hammer Curl
14457, adult 1 3 3 1 1 good shoulders, Dumbbell Lateral Raise Dumbbell Alternating Shoulder Press Front Plate Raise Seated Dumbbell Rear Delt Raise
14458, adult 1 3 3 1 1 good chest, Chest Press Machine Bench Press Dumbbell Push Up Pec Deck
14459, adult 1 3 3 1 1 good legs, Lunge Forward Lunge Reverse Lunge Lying Machine Squat
14460, adult 1 3 3 1 1 good back, Lat Pulldown Rope Cable Row Single Arm Lat Pulldown Inverted Pull Up Bent Over Reverse Grip Barbell Row
14461, adult 1 3 3 1 1 good calves, Dumbbell Calf Raise Seated Calf Raise Calf Press Calf Press
14462, adult 1 3 3 1 2 good abdominals, Alternating Heel Touch Side Plank (from knees) Front Plank (from toes) Incline Hip Thrust Reverse Cable Chop
14463, adult 1 3 3 1 2 good triceps, Lying Tricep Extensions Overhead Single Arm Cable Tricep Extension Low Cable Triceps Extension Overhead EZ Bar Triceps Extension Lying Reverse EZ Bar Triceps Extension
14464, adult 1 3 3 1 2 good biceps, Seated Dumbbell Curl Cable Curl Preacher Hammer Dumbbell Curl Preacher Cable Curl Spider Curl
14465, adult 1 3 3 1 2 good shoulders, Lying Dumbbell External Rotation Pec Deck Real Delt Extensions Cable Front Raise Cable Lateral Raise
14466, adult 1 3 3 1 2 good chest, Dumbbell Bench Press Twisting Dumbbell Bench Press Dumbbell Fly Push Up
14467, adult 1 3 3 1 2 good legs, Hip Lift Leg Press Lateral Squat Barbell Squat
14468, adult 1 3 3 1 2 good back, Standing Cable Row Bent Over Long Barbell Row Rope Cable Row Reverse Incline Dumbbell Row V Bar Pull Up
14469, adult 1 3 3 1 2 good calves, Calf Raise   Seated Dumbbell Calf Raise Seated Calf Raise Calf Raise   Standing
14470, adult 1 3 3 1 3 good abdominals, V Up Weighted V Up Front Plank (from toes) Decline Cross Sit Up Cable Chop
14471, adult 1 3 3 1 3 good triceps, Overhead Dumbbell Triceps Extension Bench Dips Dips Reverse Tricep Pushdown Decline Single Arm Dumbbell Triceps Extension
14472, adult 1 3 3 1 3 good biceps, Seated Hammer Curl Lying Cable Curl EZ Bar Curl Overhead Rope Cable Curl Incline Hammer Curl
14473, adult 1 3 3 1 3 good shoulders, Lying Dumbbell External Rotation Arnold Dumbbell Press Cable Lateral Raise Smith Machine Shoulder Press Barbell Shoulder Press
14474, adult 1 3 3 1 3 good chest, Dumbbell Bench Press Machine Bench Press Pec Deck Fly Dumbbell Fly
14475, adult 1 3 3 1 3 good legs, Barbell Squat Lying Machine Squat Reverse Lunge Lateral Squat
14476, adult 1 3 3 1 3 good back, Assisted Pull Up Reverse Grip Lat Pullown Bent Over Alternating Dumbbell Row Reverse Grip Pull Up Reverse Incline Dumbbell Row
14477, adult 1 3 3 1 3 good calves, Seated Calf Raise Dumbbell Calf Raise Calf Press Calf Raise   Standing
14478, adult 1 3 3 2 1 good abdominals, Sit Up Kneeling Ab Rollout Weighted Crunch Ab Cycle Decline Sit Up
14479, adult 1 3 3 2 1 good triceps, Overhead Dumbbell Triceps Extension Low Cable Triceps Extension Lying EZ Bar Triceps Extension Decline EZ Bar Tricep Extension Lying Reverse EZ Bar Triceps Extension
14480, adult 1 3 3 2 1 good biceps, Seated Alternating Curl Preacher Hammer Dumbbell Curl Cable Curl Incline Alternating Hammer Curl Reverse Curl
14481, adult 1 3 3 2 1 good shoulders, Lying Dumbbell Rear Delt Raise Cable External Rotation Lying Dumbbell External Rotation Machine Shoulder Press
14482, adult 1 3 3 2 1 good chest, Pec Deck Kneeling Push Up Dumbbell Bench Press Push Up
14483, adult 1 3 3 2 1 good legs, Step Up Elevated Hip Lift Smith Machine Squat Barbell Reverse Lunge
14484, adult 1 3 3 2 1 good back, Bent Over Barbell Row Bent Over Long Barbell Row Reverse Grip Lat Pullown Reverse Incline Dumbbell Row Bent Over Single Arm Long Barbell Row
14485, adult 1 3 3 2 1 good calves, Dumbbell Calf Raise Smith Machine Calf Raise Seated Single Leg Calf Raise Smith Machine Calf Raise
14486, adult 1 3 3 2 2 good abdominals, Crunch Side Plank (from knees) Weighted V Up Cable Chop Seated Medicine Ball Twist
14487, adult 1 3 3 2 2 good triceps, Assisted Dips Diamond Push Up Lying Cable Triceps Extension Decline Dumbbell Triceps Extension Overhead EZ Bar Triceps Extension
14488, adult 1 3 3 2 2 good biceps, Seated Alternating Hammer Curl Single Arm Cable Curl Preacher Dumbbell Curl Preacher Cable Curl Preacher EZ Bar Curl
14489, adult 1 3 3 2 2 good shoulders, Lying Single Arm Dumbbell Rear Delt Raise Arnold Dumbbell Press Cable Lateral Raise Pec Deck Real Delt Extensions
14490, adult 1 3 3 2 2 good chest, Chest Press Twisting Dumbbell Bench Press Dumbbell Fly Dumbbell Push Up
14491, adult 1 3 3 2 2 good legs, Lateral Squat Alternating Leg Extension Single Leg Squat Smith Machine Squat
14492, adult 1 3 3 2 2 good back, Standing Cable Row Bent Over Alternating Dumbbell Row Rope Cable Row Inverted Pull Up Reverse Grip Pull Up
14493, adult 1 3 3 2 2 good calves, Calf Press Seated Single Leg Calf Raise Smith Machine Calf Raise Smith Machine Calf Raise
14494, adult 1 3 3 2 3 good abdominals, Bent Knee Sit Up Weighted V Up Front Plank (from toes) Reverse Medicine Ball Crunch Decline Sit Up
14495, adult 1 3 3 2 3 good triceps, Overhead Dumbbell Triceps Extension Dips Leaning Overhead Tricep Extension Decline Single Arm Dumbbell Triceps Extension Reverse Tricep Pushdown
14496, adult 1 3 3 2 3 good biceps, Alternating Dumbbell Curl Single Arm Cable Curl EZ Bar Curl Incline Hammer Curl Cross Body Hammer Curl
14497, adult 1 3 3 2 3 good shoulders, Lying Single Arm Dumbbell Rear Delt Raise Dumbbell Shoulder Press Seated Dumbbell Rear Delt Elbow Raise Smith Machine Shoulder Press Reverse Incline Dumbbell Rear Delt Raise
14498, adult 1 3 3 2 3 good chest, Dumbbell Bench Press Pec Deck Fly Dumbbell Fly Kneeling Push Up
14499, adult 1 3 3 2 3 good legs, Hip Lift Barbell Lunge Barbell Reverse Lunge Lateral Barbell Squat
14500, adult 1 3 3 2 3 good back, Quadruped Alternating Superman Bent Over Alternating Dumbbell Row Reverse Grip Lat Pullown Reverse Grip Pull Up Bent Over Reverse Grip Barbell Row
14501, adult 1 3 3 2 3 good calves, Calf Raise   Seated Seated Single Leg Calf Raise Smith Machine Calf Raise Smith Machine Calf Raise
14502, adult 1 3 3 3 1 good abdominals, Cross Crunch Weighted Crunch Weighted V Up Lying Hip Thrust Incline Reverse Crunch
